Unnamed: 0,ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status
124932,149822,2019,ncf,Male,nopre,type2,p3,l1,nopc,b/c,106500,4.25,1.2807,1904.18,360.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,2040.0,CIB,743,CIB,45-54,to_inst,63.39285714,North,direct,0
14311,39201,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,116500,,,,360.0,not_neg,not_int,not_lpsm,138000.0,sb,pr,home,1U,2700.0,EXP,882,CIB,35-44,to_inst,84.42028986,North,direct,1
77722,102612,2019,cf,Joint,pre,type1,p2,l1,nopc,nob/c,136500,3.625,0.085,2804.1,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,8880.0,EXP,756,EXP,65-74,not_inst,25.85227273,south,direct,0
43057,67947,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,166500,4.75,0.1133,2491.0,360.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,9840.0,CIB,777,CIB,45-54,to_inst,76.37614679,south,direct,0
76882,101772,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,386500,,,,360.0,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1U,,CIB,730,EXP,25-34,not_inst,86.27232143,North,direct,1
23001,47891,2019,cf,Male,pre,type2,p1,l1,nopc,b/c,346500,3.99,1.3363,3861.46,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,6120.0,CIB,861,CIB,45-54,to_inst,96.7877095,North,direct,0
12250,37140,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,326500,,,,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,3840.0,EXP,785,CIB,35-44,to_inst,78.11004785,south,direct,1
139921,164811,2019,cf,Female,pre,type2,p2,l1,nopc,b/c,156500,4.625,1.6021,1500.0,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,1860.0,CIB,723,CIB,55-64,to_inst,54.34027778,North,direct,0
75750,100640,2019,cf,Joint,nopre,type1,p2,l1,nopc,nob/c,146500,5.375,1.4052,1527.8,360.0,not_neg,not_int,not_lpsm,198000.0,sb,ir,home,1U,14520.0,EXP,876,EXP,35-44,not_inst,73.98989899,North,direct,0
60139,85029,2019,ncf,Joint,pre,type3,p3,l1,nopc,nob/c,426500,3.5,0.0292,,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,4920.0,EXP,752,EXP,55-64,to_inst,79.27509294,south,direct,0
38569,63459,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,426500,3.99,0.5384,6670.0,360.0,not_neg,not_int,not_lpsm,1808000.0,sb,ir,home,1U,8460.0,CIB,599,EXP,65-74,to_inst,23.58960177,North,direct,0
20692,45582,2019,cf,Female,pre,type3,p3,l1,nopc,nob/c,236500,3.625,-0.1429,0.0,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,3120.0,EXP,711,CIB,25-34,not_inst,76.78571429,central,direct,0
93441,118331,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,366500,3.99,0.7183,9918.75,360.0,not_neg,not_int,not_lpsm,1008000.0,sb,pr,home,1U,3000.0,CIB,777,CIB,55-64,to_inst,36.35912698,south,direct,0
10339,35229,2019,cf,Sex Not Available,nopre,type1,p3,l2,nopc,nob/c,176500,4.375,0.4544,4550.0,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,1740.0,EXP,578,EXP,65-74,to_inst,77.4122807,south,direct,0
48553,73443,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,576500,,,,360.0,not_neg,not_int,not_lpsm,908000.0,sb,ir,home,1U,4620.0,EXP,634,CIB,45-54,not_inst,63.49118943,south,direct,1
54000,78890,2019,cf,Sex Not Available,nopre,type3,p1,l1,nopc,nob/c,276500,4.375,-0.0319,0.0,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,5040.0,CIB,704,EXP,25-34,not_inst,103.1716418,south,direct,0
138018,162908,2019,cf,Female,nopre,type1,p3,l2,nopc,nob/c,356500,,,,300.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,4620.0,EQUI,665,EXP,65-74,to_inst,,North,direct,1
117787,142677,2019,cf,Male,nopre,type1,p2,l2,nopc,nob/c,176500,,,,360.0,not_neg,not_int,not_lpsm,938000.0,sb,pr,home,1U,10800.0,EXP,523,CIB,65-74,to_inst,18.81663113,south,direct,1
121475,146365,2019,cf,Male,pre,type3,p1,l1,nopc,nob/c,286500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5040.0,EQUI,513,EXP,45-54,not_inst,,North,direct,1
20889,45779,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,156500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2520.0,EQUI,524,EXP,65-74,to_inst,,south,direct,1
100573,125463,2019,cf,Male,nopre,type1,p4,l2,nopc,nob/c,676500,4.25,0.5278,49.44,360.0,not_neg,not_int,not_lpsm,768000.0,sb,pr,home,1U,11640.0,EXP,793,EXP,25-34,not_inst,88.0859375,North,direct,0
52844,77734,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,166500,,,,240.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3960.0,EQUI,895,EXP,55-64,to_inst,,south,direct,1
90095,114985,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,366500,3.75,0.3187,5821.13,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,4140.0,EXP,749,EXP,35-44,to_inst,96.95767196,south,direct,0
101318,126208,2019,ncf,Male,nopre,type2,p3,l1,nopc,b/c,246500,,,,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,6120.0,CIB,609,CIB,45-54,to_inst,85.59027778,North,direct,1
132202,157092,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,426500,3.625,0.0433,6480.0,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,9780.0,CRIF,766,EXP,35-44,not_inst,76.43369176,North,direct,0
58987,83877,2019,cf,Male,nopre,type1,p2,l1,nopc,nob/c,76500,4.75,1.2744,2588.75,360.0,not_neg,not_int,lpsm,118000.0,sb,pr,home,1U,1320.0,CRIF,756,CIB,65-74,to_inst,64.83050847,central,direct,0
112228,137118,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,196500,4.25,0.6571,5606.0,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,3120.0,CIB,503,CIB,25-34,to_inst,79.23387097,south,direct,0
15906,40796,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,186500,2.75,-0.1317,2341.5,180.0,not_neg,int_only,not_lpsm,708000.0,sb,pr,home,1U,7620.0,CIB,738,EXP,35-44,to_inst,26.34180791,south,direct,0
41573,66463,2019,cf,Joint,nopre,type3,p4,l1,nopc,nob/c,366500,3.125,-0.488,0.0,360.0,not_neg,not_int,lpsm,378000.0,sb,pr,home,1U,,EXP,515,EXP,25-34,not_inst,96.95767196,North,direct,0
118507,143397,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,456500,3.99,0.3217,9883.6,360.0,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,7860.0,CIB,549,CIB,35-44,to_inst,80.36971831,North,direct,0
115756,140646,2019,,Joint,nopre,type1,p4,l1,nopc,nob/c,446500,4.875,0.9094,5710.8,360.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,8220.0,CRIF,796,EXP,45-54,to_inst,93.41004184,North,direct,0
103397,128287,2019,ncf,Joint,nopre,type3,p4,l1,nopc,nob/c,266500,2.99,-0.64,4958.95,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,,CRIF,882,EXP,65-74,to_inst,62.26635514,North,direct,0
88184,113074,2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,136500,4.25,0.856,3750.49,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,2520.0,EXP,899,EXP,65-74,to_inst,86.39240506,North,direct,0
5602,30492,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,106500,4.99,1.4614,1738.18,360.0,not_neg,not_int,not_lpsm,138000.0,sb,pr,home,1U,3000.0,CIB,542,CIB,65-74,to_inst,77.17391304,central,direct,0
144629,169519,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,326500,3.125,0.2309,7848.0,180.0,not_neg,not_int,not_lpsm,708000.0,sb,pr,home,1U,10020.0,CRIF,820,EXP,45-54,to_inst,46.11581921,south,direct,0
80425,105315,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,726500,3.85,-0.0062,0.0,360.0,not_neg,int_only,not_lpsm,988000.0,sb,pr,home,1U,8100.0,CIB,724,CIB,25-34,to_inst,73.53238866,North,direct,0
86344,111234,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,796500,4.375,1.0083,13377.96,360.0,not_neg,not_int,not_lpsm,1748000.0,sb,ir,home,4U,5580.0,EXP,558,CIB,65-74,not_inst,45.56636156,central,direct,0
5142,30032,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,446500,3.5,-0.0042,6866.17,360.0,neg_amm,not_int,not_lpsm,568000.0,sb,pr,home,1U,7980.0,CRIF,556,CIB,45-54,to_inst,78.60915493,south,direct,0
85720,110610,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,316500,3.875,0.277,0.0,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,3960.0,CIB,772,CIB,55-64,not_inst,69.10480349,North,direct,0
27823,52713,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,406500,5.375,1.0927,12150.0,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,6840.0,CIB,772,CIB,55-64,to_inst,80.01968504,south,direct,0
82621,107511,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,496500,3.625,0.8563,0.0,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,,EXP,698,EXP,35-44,not_inst,94.03409091,North,direct,0
79691,104581,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,566500,3.375,-0.2432,795.0,360.0,not_neg,not_int,not_lpsm,1308000.0,sb,pr,home,1U,9960.0,CIB,649,EXP,55-64,to_inst,43.31039755,central,direct,0
32866,57756,2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,426500,4.0,0.2498,1087.48,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,6360.0,CIB,792,EXP,35-44,not_inst,70.14802632,North,direct,0
115549,140439,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,466500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6960.0,EQUI,688,EXP,55-64,not_inst,,North,direct,1
133154,158044,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,256500,3.75,0.2915,6930.0,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,8220.0,CIB,553,EXP,35-44,to_inst,89.0625,south,direct,0
132989,157879,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,426500,3.375,-0.2766,5537.3,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,4500.0,EXP,809,EXP,65-74,to_inst,70.14802632,south,direct,0
37965,62855,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,196500,,,,360.0,not_neg,int_only,not_lpsm,208000.0,sb,pr,home,1U,2940.0,CIB,838,CIB,45-54,to_inst,94.47115385,North,direct,1
106658,131548,2019,cf,Female,pre,type1,p3,l1,nopc,nob/c,176500,,,,180.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,3420.0,CRIF,528,CIB,55-64,to_inst,77.4122807,North,direct,1
94600,119490,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,436500,,,,360.0,neg_amm,not_int,not_lpsm,578000.0,sb,pr,home,1U,46860.0,EXP,638,CIB,45-54,to_inst,75.51903114,North,direct,1
137636,162526,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,276500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,6780.0,EQUI,755,EXP,45-54,to_inst,,south,direct,1
107963,132853,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,196500,4.5,1.2116,6268.15,360.0,not_neg,int_only,not_lpsm,518000.0,sb,ir,home,1U,9900.0,CIB,555,CIB,35-44,to_inst,37.93436293,south,direct,0
372,25262,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,126500,4.875,1.4048,3437.5,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,3360.0,EXP,737,CIB,55-64,to_inst,71.06741573,North,direct,0
41507,66397,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,106500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,3420.0,EQUI,556,EXP,55-64,to_inst,,North,direct,1
77581,102471,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,626500,4.75,0.3215,1987.24,360.0,neg_amm,not_int,not_lpsm,788000.0,sb,pr,home,1U,14340.0,EXP,508,EXP,35-44,not_inst,79.50507614,North,direct,0
121039,145929,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,246500,3.99,0.6594,4235.0,240.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,7380.0,EXP,508,EXP,55-64,to_inst,58.97129187,North,direct,0
77578,102468,2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,206500,4.75,1.3589,0.0,360.0,neg_amm,not_int,not_lpsm,208000.0,sb,pr,home,1U,4920.0,CIB,825,EXP,45-54,not_inst,99.27884615,south,direct,0
103371,128261,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,366500,3.5,0.0247,8450.0,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,7020.0,CIB,759,EXP,65-74,to_inst,80.02183406,south,direct,0
108651,133541,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,376500,3.5,-0.1374,4925.44,360.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,7440.0,CRIF,646,EXP,55-64,to_inst,68.70437956,North,direct,0
17452,42342,2019,cf,Female,pre,type2,p3,l1,nopc,b/c,426500,3.99,1.0166,7316.97,360.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,6600.0,CRIF,628,EXP,25-34,to_inst,77.82846715,south,direct,0
137356,162246,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,476500,4.75,0.4266,2039.7,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,7620.0,EXP,649,CIB,35-44,to_inst,90.24621212,south,direct,0
82628,107518,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,386500,4.0,0.4138,2295.07,360.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,6600.0,EXP,522,CIB,35-44,not_inst,97.11055276,North,direct,0
25837,50727,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,536500,3.875,0.2879,0.0,360.0,not_neg,not_int,not_lpsm,788000.0,sb,pr,home,1U,5100.0,CIB,839,CIB,35-44,not_inst,68.08375635,south,direct,0
41872,66762,2019,ncf,Joint,nopre,type3,p4,l1,nopc,nob/c,716500,3.625,-0.2193,137.9,360.0,not_neg,not_int,not_lpsm,738000.0,sb,pr,home,1U,,EXP,868,EXP,>74,not_inst,97.08672087,south,direct,0
23931,48821,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,246500,4.75,0.1781,4419.13,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,3420.0,CIB,588,EXP,55-64,to_inst,85.59027778,south,direct,0
118948,143838,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,196500,3.625,0.2274,6449.79,324.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,3000.0,EXP,556,CIB,65-74,to_inst,59.90853659,south,direct,0
49642,74532,2019,ncf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,746500,,,,360.0,not_neg,not_int,not_lpsm,928000.0,sb,pr,home,1U,14580.0,CRIF,532,EXP,65-74,to_inst,80.44181034,south,direct,1
146057,170947,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,186500,4.99,0.7394,1825.0,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,3900.0,CIB,862,CIB,45-54,to_inst,81.79824561,south,direct,0
99937,124827,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,456500,4.125,0.408,0.0,360.0,not_neg,not_int,not_lpsm,778000.0,sb,pr,home,1U,8820.0,CIB,591,EXP,55-64,to_inst,58.67609254,south,direct,0
7938,32828,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,656500,,,,180.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,14820.0,EQUI,670,EXP,35-44,to_inst,,North,direct,1
47038,71928,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,206500,3.5,0.3104,0.0,180.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,5760.0,CIB,534,CIB,45-54,not_inst,40.6496063,south,direct,0
22447,47337,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,96500,3.25,0.6805,3709.05,180.0,neg_amm,not_int,not_lpsm,138000.0,sb,pr,home,1U,2460.0,EXP,731,CIB,65-74,to_inst,69.92753623,central,direct,0
104967,129857,2019,cf,Joint,nopre,type1,p4,l2,nopc,nob/c,596500,4.75,0.586,0.0,360.0,not_neg,not_int,not_lpsm,1258000.0,sb,ir,home,1U,3300.0,EXP,627,EXP,45-54,not_inst,47.41653418,south,direct,0
108166,133056,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,416500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9780.0,EQUI,805,EXP,55-64,to_inst,,south,direct,1
45411,70301,2019,ncf,Female,pre,type1,p3,l1,nopc,nob/c,156500,4.99,1.2057,4250.0,360.0,not_neg,not_int,not_lpsm,258000.0,sb,ir,home,1U,10560.0,EXP,809,CIB,55-64,to_inst,60.65891473,south,direct,0
51709,76599,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,606500,3.125,0.2575,8902.56,180.0,not_neg,not_int,not_lpsm,828000.0,sb,pr,home,1U,21780.0,EXP,796,EXP,45-54,to_inst,73.24879227,south,direct,0
53855,78745,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,726500,4.0,0.4983,1451.12,360.0,not_neg,not_int,not_lpsm,828000.0,sb,pr,home,1U,10800.0,CIB,546,EXP,25-34,not_inst,87.74154589,south,direct,0
24884,49774,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,486500,,,,360.0,not_neg,not_int,not_lpsm,708000.0,sb,pr,home,1U,3660.0,EXP,575,CIB,35-44,to_inst,68.71468927,south,direct,1
59140,84030,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,136500,3.99,0.3441,2240.0,360.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,1920.0,CIB,679,CIB,>74,to_inst,81.25,south,direct,0
76868,101758,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,186500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2700.0,EQUI,770,EXP,55-64,to_inst,,North,direct,1
92380,117270,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,326500,,,,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,5640.0,CRIF,612,EXP,45-54,to_inst,96.59763314,North,direct,1
54466,79356,2019,cf,Male,pre,type3,p4,l1,nopc,nob/c,596500,3.625,-0.137,1690.0,360.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,2U,,CIB,565,CIB,55-64,not_inst,96.5210356,central,direct,0
70725,95615,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,286500,3.5,0.054,4720.08,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,5340.0,CRIF,726,EXP,45-54,to_inst,68.54066986,North,direct,0
68870,93760,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,86500,3.99,1.1362,1861.26,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,2760.0,EXP,545,CIB,55-64,to_inst,54.74683544,North,direct,0
124756,149646,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,226500,3.25,-0.208,7189.0,360.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,3300.0,CRIF,601,EXP,65-74,to_inst,81.47482014,North,direct,0
64225,89115,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,396500,4.375,0.0874,0.0,360.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,9720.0,CIB,744,CIB,35-44,to_inst,90.52511416,south,direct,0
131772,156662,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,476500,3.99,0.4979,3261.06,360.0,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,1U,7560.0,EXP,626,CIB,25-34,not_inst,91.98841699,North,direct,0
136583,161473,2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,306500,3.875,0.6783,1625.0,180.0,not_neg,not_int,not_lpsm,678000.0,sb,pr,home,1U,6600.0,EXP,780,EXP,45-54,to_inst,45.20648968,south,direct,0
53919,78809,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,356500,,,,300.0,not_neg,not_int,lpsm,508000.0,sb,pr,home,1U,4980.0,CIB,542,EXP,25-34,not_inst,70.17716535,North,direct,1
83757,108647,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,116500,3.5,0.6313,3370.73,360.0,not_neg,int_only,not_lpsm,158000.0,sb,pr,home,1U,1920.0,CIB,542,CIB,55-64,to_inst,73.73417722,central,direct,0
12679,37569,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,146500,3.99,1.1111,2670.0,180.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,2220.0,CIB,603,CIB,55-64,to_inst,67.20183486,North,direct,0
70490,95380,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,216500,3.99,0.546,5851.0,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,10740.0,CIB,522,CIB,35-44,to_inst,60.47486034,North,direct,0
61486,86376,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,126500,3.375,-0.1999,1941.86,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,2520.0,EXP,880,EXP,55-64,to_inst,37.4260355,south,direct,0
39058,63948,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,366500,,,,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,6600.0,CRIF,751,CIB,45-54,to_inst,87.67942584,central,direct,1
125227,150117,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,506500,3.5,-0.0711,6261.06,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,10500.0,CIB,535,CIB,45-54,to_inst,83.30592105,North,direct,0
5063,29953,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,276500,4.625,1.0461,5330.0,360.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,3540.0,CIB,595,EXP,55-64,to_inst,57.84518828,North,direct,0
95691,120581,2019,,Sex Not Available,nopre,type2,p1,l1,nopc,b/c,126500,3.75,,,240.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,,EQUI,626,EXP,,,80.06329114,south,direct,1
66239,91129,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,626500,,,,360.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,,CIB,725,CIB,35-44,to_inst,99.7611465,North,direct,1
50868,75758,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,166500,,,,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,1560.0,CRIF,862,CIB,55-64,to_inst,40.80882353,south,direct,1
122136,147026,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,746500,4.75,0.2862,0.0,360.0,neg_amm,not_int,not_lpsm,1538000.0,sb,ir,home,4U,2580.0,CRIF,591,EXP,>74,not_inst,48.53706112,North,direct,0
61068,85958,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,306500,,,,360.0,not_neg,not_int,not_lpsm,,sb,ir,home,2U,6540.0,EQUI,500,EXP,25-34,not_inst,,south,direct,1
115388,140278,2019,cf,Male,nopre,type2,p1,l2,nopc,b/c,56500,,,,240.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,1680.0,EQUI,512,EXP,<25,to_inst,,North,direct,1
5093,29983,2019,ncf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,176500,4.75,0.8156,2568.95,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,2520.0,EXP,752,EXP,>74,to_inst,61.28472222,south,direct,0
76578,101468,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,486500,3.375,-0.2094,5479.24,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,5400.0,CRIF,819,CIB,45-54,not_inst,73.93617021,North,direct,0
51260,76150,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,116500,,,,144.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3060.0,EQUI,859,EXP,35-44,to_inst,,south,direct,1
133032,157922,2019,cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,476500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6420.0,EQUI,570,EXP,>74,to_inst,,south,direct,1
61128,86018,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,76500,4.75,0.755,2731.0,360.0,not_neg,not_int,not_lpsm,138000.0,sb,pr,home,1U,1440.0,EXP,711,CIB,>74,to_inst,55.43478261,North,direct,0
65892,90782,2019,cf,Female,pre,type1,p4,l1,nopc,nob/c,276500,3.625,0.0631,7636.75,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,3540.0,CIB,675,CIB,65-74,to_inst,73.14814815,North,direct,0
142575,167465,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,96500,3.99,1.2128,2159.03,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,2100.0,CIB,622,CIB,25-34,to_inst,61.07594937,North,direct,0
68312,93202,2019,cf,Female,nopre,type2,p1,l1,nopc,b/c,416500,3.75,0.2942,0.0,360.0,not_neg,int_only,not_lpsm,428000.0,sb,pr,home,1U,5040.0,CRIF,808,CIB,35-44,not_inst,97.31308411,south,direct,0
143599,168489,2019,,Female,nopre,type1,p3,l1,nopc,nob/c,186500,4.875,1.1655,4667.99,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,3060.0,CRIF,859,CIB,45-54,to_inst,81.79824561,North,direct,0
11700,36590,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,346500,3.5,0.7188,10663.93,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,4680.0,EXP,702,CIB,35-44,to_inst,84.92647059,south,direct,0
